"feature","feature_type","code","description"
"icd9_PERIPHERAL.VASCULAR.DISEASE","icd9","PERIPHERAL.VASCULAR.DISEASE","PERIPHERAL.VASCULAR.DISEASE"
"icd9_PERIPHERAL.VASCULAR.DISEASE.ISCHEMIC.LEFT.FOOT","icd9","PERIPHERAL.VASCULAR.DISEASE.ISCHEMIC.LEFT.FOOT","PERIPHERAL.VASCULAR.DISEASE.ISCHEMIC.LEFT.FOOT"
"icd9_PERITONITIS..S.P.SIGMOID.RESECTION.SDA","icd9","PERITONITIS..S.P.SIGMOID.RESECTION.SDA","PERITONITIS..S.P.SIGMOID.RESECTION.SDA"
"icd9_PHENOBARBITAL.OVERDOSE","icd9","PHENOBARBITAL.OVERDOSE","PHENOBARBITAL.OVERDOSE"
"icd9_PLEURAL.EFFUSION","icd9","PLEURAL.EFFUSION","PLEURAL.EFFUSION"
"icd9_PNA..RENAL.FAILURE..SEPSIS","icd9","PNA..RENAL.FAILURE..SEPSIS","PNA..RENAL.FAILURE..SEPSIS"
"icd9_PNEUMONIA","icd9","PNEUMONIA","PNEUMONIA"
"icd9_PNEUMONIA.ACUTE.RENAL.FAILURE.MENTAL.STATUS.CHANGES","icd9","PNEUMONIA.ACUTE.RENAL.FAILURE.MENTAL.STATUS.CHANGES","PNEUMONIA.ACUTE.RENAL.FAILURE.MENTAL.STATUS.CHANGES"
"icd9_PNEUMONIA.LT.HIP.FRACTURE.EMPHYSEMA","icd9","PNEUMONIA.LT.HIP.FRACTURE.EMPHYSEMA","PNEUMONIA.LT.HIP.FRACTURE.EMPHYSEMA"
"icd9_PNEUMONIA.COPD","icd9","PNEUMONIA.COPD","PNEUMONIA.COPD"
"icd9_PNEUMONIA.HYPOXIA","icd9","PNEUMONIA.HYPOXIA","PNEUMONIA.HYPOXIA"
"icd9_PNEUMONIA..COPD","icd9","PNEUMONIA..COPD","PNEUMONIA..COPD"
"icd9_PNEUMONIA.CHRONIC.OBST.PULM.DISEASE","icd9","PNEUMONIA.CHRONIC.OBST.PULM.DISEASE","PNEUMONIA.CHRONIC.OBST.PULM.DISEASE"
"icd9_PNEUMONIA.SHORTNESS.OF.BREATH","icd9","PNEUMONIA.SHORTNESS.OF.BREATH","PNEUMONIA.SHORTNESS.OF.BREATH"
"icd9_PNEUMONIA.TELEMETRY","icd9","PNEUMONIA.TELEMETRY","PNEUMONIA.TELEMETRY"
"icd9_PROSTATE.CANCER.SDA","icd9","PROSTATE.CANCER.SDA","PROSTATE.CANCER.SDA"
"icd9_PSOAS.ASSCESS","icd9","PSOAS.ASSCESS","PSOAS.ASSCESS"
"icd9_PULMONARY.EDEMA","icd9","PULMONARY.EDEMA","PULMONARY.EDEMA"
"icd9_PULMONARY.EMBOLIS.TELEMETRY","icd9","PULMONARY.EMBOLIS.TELEMETRY","PULMONARY.EMBOLIS.TELEMETRY"
"icd9_PULMONARY.EMBOLUS","icd9","PULMONARY.EMBOLUS","PULMONARY.EMBOLUS"
"icd9_PULMONARY.VASCULITIS","icd9","PULMONARY.VASCULITIS","PULMONARY.VASCULITIS"
"icd9_R.PLEURAL.EFFUSION","icd9","R.PLEURAL.EFFUSION","R.PLEURAL.EFFUSION"
"icd9_R.O.MI","icd9","R.O.MI","R.O.MI"
"icd9_R.O.MYOCARDIAL.INFARCTION.ACUTE.RENAL.FAILURE","icd9","R.O.MYOCARDIAL.INFARCTION.ACUTE.RENAL.FAILURE","R.O.MYOCARDIAL.INFARCTION.ACUTE.RENAL.FAILURE"
"icd9_R.O.PANCREATITIS.SPONTANEOUS.BACTERIAL.PERITONITIS","icd9","R.O.PANCREATITIS.SPONTANEOUS.BACTERIAL.PERITONITIS","R.O.PANCREATITIS.SPONTANEOUS.BACTERIAL.PERITONITIS"
"icd9_R.O.SEPSIS.DKA.IMMUNO.SUPRESSED.KIDNEY.TX","icd9","R.O.SEPSIS.DKA.IMMUNO.SUPRESSED.KIDNEY.TX","R.O.SEPSIS.DKA.IMMUNO.SUPRESSED.KIDNEY.TX"
"icd9_RAPID.A.FIB.SDH..PELVIC.FRACTURE","icd9","RAPID.A.FIB.SDH..PELVIC.FRACTURE","RAPID.A.FIB.SDH..PELVIC.FRACTURE"
"icd9_RAPID.ATRIAL.FIB","icd9","RAPID.ATRIAL.FIB","RAPID.ATRIAL.FIB"
"icd9_RECTAL.BLEEDING.HIGH.INR","icd9","RECTAL.BLEEDING.HIGH.INR","RECTAL.BLEEDING.HIGH.INR"
"icd9_RECTAL.CA.SDA","icd9","RECTAL.CA.SDA","RECTAL.CA.SDA"
"icd9_RECURRENT.ANGINA.PECTORIS..STATUS.POST.ANGIOPLSTY.OF.RM.GRAFT.LEFT.HAEART.CATHETERIZATION","icd9","RECURRENT.ANGINA.PECTORIS..STATUS.POST.ANGIOPLSTY.OF.RM.GRAFT.LEFT.HAEART.CATHETERIZATION","RECURRENT.ANGINA.PECTORIS..STATUS.POST.ANGIOPLSTY.OF.RM.GRAFT.LEFT.HAEART.CATHETERIZATION"
"icd9_RECURRENT.BILIARY.CANCER","icd9","RECURRENT.BILIARY.CANCER","RECURRENT.BILIARY.CANCER"
"icd9_RECURRENT.BRAIN.TUMOR.SDA","icd9","RECURRENT.BRAIN.TUMOR.SDA","RECURRENT.BRAIN.TUMOR.SDA"
"icd9_RENAL.ARTERY.STENOSIS.RIGHT.KIDNEY.STENT","icd9","RENAL.ARTERY.STENOSIS.RIGHT.KIDNEY.STENT","RENAL.ARTERY.STENOSIS.RIGHT.KIDNEY.STENT"
"icd9_RENAL.FAILURE","icd9","RENAL.FAILURE","RENAL.FAILURE"
"icd9_RENAL.FAILURE.CONFUSION","icd9","RENAL.FAILURE.CONFUSION","RENAL.FAILURE.CONFUSION"
"icd9_RENAL.FAILURE..ALCOHOLIC.HEPATITIS","icd9","RENAL.FAILURE..ALCOHOLIC.HEPATITIS","RENAL.FAILURE..ALCOHOLIC.HEPATITIS"
"icd9_RENAL.FAILURE.SEPSIS","icd9","RENAL.FAILURE.SEPSIS","RENAL.FAILURE.SEPSIS"
"icd9_RENAL.HEMATURIA","icd9","RENAL.HEMATURIA","RENAL.HEMATURIA"
"icd9_RESP..DISTRESS.PNEUMONIA","icd9","RESP..DISTRESS.PNEUMONIA","RESP..DISTRESS.PNEUMONIA"
"icd9_RESPIRATORY.ACIDOSIS","icd9","RESPIRATORY.ACIDOSIS","RESPIRATORY.ACIDOSIS"
"icd9_RESPIRATORY.DISTRESS","icd9","RESPIRATORY.DISTRESS","RESPIRATORY.DISTRESS"
"icd9_RESPIRATORY.FAILURE","icd9","RESPIRATORY.FAILURE","RESPIRATORY.FAILURE"
"icd9_RESPIRATORY.FAILURE.CONGESTIVE.HEART.FAILURE","icd9","RESPIRATORY.FAILURE.CONGESTIVE.HEART.FAILURE","RESPIRATORY.FAILURE.CONGESTIVE.HEART.FAILURE"
"icd9_RESPIRATORY.FAILURE.TELEMETRY","icd9","RESPIRATORY.FAILURE.TELEMETRY","RESPIRATORY.FAILURE.TELEMETRY"
"icd9_RETROPERITONEAL.HEMATOMA","icd9","RETROPERITONEAL.HEMATOMA","RETROPERITONEAL.HEMATOMA"
"icd9_RIGHT.BREAST.CANCER.SDA","icd9","RIGHT.BREAST.CANCER.SDA","RIGHT.BREAST.CANCER.SDA"
"icd9_RIGHT.FOOT.ULCER.SDA","icd9","RIGHT.FOOT.ULCER.SDA","RIGHT.FOOT.ULCER.SDA"
"icd9_RIGHT.HIP.FRACTURE","icd9","RIGHT.HIP.FRACTURE","RIGHT.HIP.FRACTURE"
"icd9_RIGHT.KIDNEY.CA.SDA","icd9","RIGHT.KIDNEY.CA.SDA","RIGHT.KIDNEY.CA.SDA"
"icd9_RIGHT.LOWER.LOBE.NODULE.SDA","icd9","RIGHT.LOWER.LOBE.NODULE.SDA","RIGHT.LOWER.LOBE.NODULE.SDA"
"icd9_RIGHT.MCA.STROKE","icd9","RIGHT.MCA.STROKE","RIGHT.MCA.STROKE"
"icd9_RIGHT.MIDDLE.LOBE.CA.SDA","icd9","RIGHT.MIDDLE.LOBE.CA.SDA","RIGHT.MIDDLE.LOBE.CA.SDA"
"icd9_RIGHT.PARIETAL.BRAIN.TUMOR.SDA","icd9","RIGHT.PARIETAL.BRAIN.TUMOR.SDA","RIGHT.PARIETAL.BRAIN.TUMOR.SDA"
"icd9_RIGHT.UPPER.LOBE.CA.SDA","icd9","RIGHT.UPPER.LOBE.CA.SDA","RIGHT.UPPER.LOBE.CA.SDA"
"icd9_RIGHT.UPPER.LOBE.LUNG.CA.SDA","icd9","RIGHT.UPPER.LOBE.LUNG.CA.SDA","RIGHT.UPPER.LOBE.LUNG.CA.SDA"
"icd9_RULE.OUT.MYOCARDIAL.INFARCTION.TELEMETRY","icd9","RULE.OUT.MYOCARDIAL.INFARCTION.TELEMETRY","RULE.OUT.MYOCARDIAL.INFARCTION.TELEMETRY"
"icd9_RULE.OUT.MYOCARDIAL.INFRACTION.TELEMETRY","icd9","RULE.OUT.MYOCARDIAL.INFRACTION.TELEMETRY","RULE.OUT.MYOCARDIAL.INFRACTION.TELEMETRY"
"icd9_S.P.AV.GRAFT","icd9","S.P.AV.GRAFT","S.P.AV.GRAFT"
"icd9_S.P.FALL","icd9","S.P.FALL","S.P.FALL"
"icd9_S.P.KIDNEY.TRANSPLANT.FEVER","icd9","S.P.KIDNEY.TRANSPLANT.FEVER","S.P.KIDNEY.TRANSPLANT.FEVER"
"icd9_S.P.KIDNEY.TRANSPLANT.RENAL.FAILURE","icd9","S.P.KIDNEY.TRANSPLANT.RENAL.FAILURE","S.P.KIDNEY.TRANSPLANT.RENAL.FAILURE"
"icd9_S.P.LIVER.TX.NAUSEA.VOMITING","icd9","S.P.LIVER.TX.NAUSEA.VOMITING","S.P.LIVER.TX.NAUSEA.VOMITING"
"icd9_S.P.LIVER.TX.ELEVATED.LFTS","icd9","S.P.LIVER.TX.ELEVATED.LFTS","S.P.LIVER.TX.ELEVATED.LFTS"
"icd9_S.P.MOTOR.VEHICLE.ACCIDENT","icd9","S.P.MOTOR.VEHICLE.ACCIDENT","S.P.MOTOR.VEHICLE.ACCIDENT"
"icd9_S.P.MVA","icd9","S.P.MVA","S.P.MVA"
"icd9_S.P.RENAL.STENT.PLACEMENT","icd9","S.P.RENAL.STENT.PLACEMENT","S.P.RENAL.STENT.PLACEMENT"
"icd9_S.P.VF.ARREST.CORONARY.ARTERY.DISEASE","icd9","S.P.VF.ARREST.CORONARY.ARTERY.DISEASE","S.P.VF.ARREST.CORONARY.ARTERY.DISEASE"
"icd9_SEIZURE","icd9","SEIZURE","SEIZURE"
"icd9_SEIZURE.FEVER","icd9","SEIZURE.FEVER","SEIZURE.FEVER"
"icd9_SEIZURE.DIABETIC.KETOACIDOSIS.ALTERED.MENTAL.STATUS","icd9","SEIZURE.DIABETIC.KETOACIDOSIS.ALTERED.MENTAL.STATUS","SEIZURE.DIABETIC.KETOACIDOSIS.ALTERED.MENTAL.STATUS"
"icd9_SEIZURES.HYPOGLYCEMIA","icd9","SEIZURES.HYPOGLYCEMIA","SEIZURES.HYPOGLYCEMIA"
"icd9_SEPSIS","icd9","SEPSIS","SEPSIS"
"icd9_SEPSIS.PNEUMONIA","icd9","SEPSIS.PNEUMONIA","SEPSIS.PNEUMONIA"
"icd9_SEPSIS.JYPOTENSION","icd9","SEPSIS.JYPOTENSION","SEPSIS.JYPOTENSION"
"icd9_SEPSIS.TELEMETRY","icd9","SEPSIS.TELEMETRY","SEPSIS.TELEMETRY"
"icd9_SEPTIC.SHOCK","icd9","SEPTIC.SHOCK","SEPTIC.SHOCK"
"icd9_SEVERE.MITRAL.REGURGITATION.CORONARY.ARTERY.DISEASE.CATH.SDA","icd9","SEVERE.MITRAL.REGURGITATION.CORONARY.ARTERY.DISEASE.CATH.SDA","SEVERE.MITRAL.REGURGITATION.CORONARY.ARTERY.DISEASE.CATH.SDA"
"icd9_SHORTNESS.OF.BREATH","icd9","SHORTNESS.OF.BREATH","SHORTNESS.OF.BREATH"
"icd9_SHORTNESS.OF.BREATH.HYPOXIA","icd9","SHORTNESS.OF.BREATH.HYPOXIA","SHORTNESS.OF.BREATH.HYPOXIA"
"icd9_SHORTNESS.OF.BREATH.RENAL.FAILURE","icd9","SHORTNESS.OF.BREATH.RENAL.FAILURE","SHORTNESS.OF.BREATH.RENAL.FAILURE"
"icd9_SHORTNESS.OF.BREATH..R.O.TB","icd9","SHORTNESS.OF.BREATH..R.O.TB","SHORTNESS.OF.BREATH..R.O.TB"
"icd9_SHORTNESS.OF.BREATH.CORONARY.ARTERY.DISEASE.MYOCARDIAL.INFARCTION.CATH","icd9","SHORTNESS.OF.BREATH.CORONARY.ARTERY.DISEASE.MYOCARDIAL.INFARCTION.CATH","SHORTNESS.OF.BREATH.CORONARY.ARTERY.DISEASE.MYOCARDIAL.INFARCTION.CATH"
"icd9_SHORTNESS.OF.BREATH.LYMPHOMA","icd9","SHORTNESS.OF.BREATH.LYMPHOMA","SHORTNESS.OF.BREATH.LYMPHOMA"
"icd9_SICKLE.CELL.ANEMIA","icd9","SICKLE.CELL.ANEMIA","SICKLE.CELL.ANEMIA"
"icd9_SMALL.BOWEL.OBSTRUCTION","icd9","SMALL.BOWEL.OBSTRUCTION","SMALL.BOWEL.OBSTRUCTION"
"icd9_SMALL.CELL.LUNG.CANCER.SHORTNESS.OF.BREATH","icd9","SMALL.CELL.LUNG.CANCER.SHORTNESS.OF.BREATH","SMALL.CELL.LUNG.CANCER.SHORTNESS.OF.BREATH"
"icd9_SPINAL.MASS","icd9","SPINAL.MASS","SPINAL.MASS"
"icd9_STATUS.ASTHMATICUS","icd9","STATUS.ASTHMATICUS","STATUS.ASTHMATICUS"
"icd9_STATUS.EPILEPTIOUS","icd9","STATUS.EPILEPTIOUS","STATUS.EPILEPTIOUS"
"icd9_STERNAL.WOUND.INFECTION","icd9","STERNAL.WOUND.INFECTION","STERNAL.WOUND.INFECTION"
"icd9_STRANGULATED.HERNIA","icd9","STRANGULATED.HERNIA","STRANGULATED.HERNIA"
"icd9_STROKE","icd9","STROKE","STROKE"
"icd9_SUB.ARACHNOID.HEMORRHAGE","icd9","SUB.ARACHNOID.HEMORRHAGE","SUB.ARACHNOID.HEMORRHAGE"
"icd9_SUBARACHNOID.HEMMORRHAGE","icd9","SUBARACHNOID.HEMMORRHAGE","SUBARACHNOID.HEMMORRHAGE"
"icd9_SUBDURAL...SUBARACHNOID.HEMORRHAGE","icd9","SUBDURAL...SUBARACHNOID.HEMORRHAGE","SUBDURAL...SUBARACHNOID.HEMORRHAGE"
"icd9_SUBDURAL.HEMATOMA","icd9","SUBDURAL.HEMATOMA","SUBDURAL.HEMATOMA"
"icd9_SUBDURAL.HEMORRHAGE","icd9","SUBDURAL.HEMORRHAGE","SUBDURAL.HEMORRHAGE"
"icd9_SUPRAGLOTTIC.EDEMA","icd9","SUPRAGLOTTIC.EDEMA","SUPRAGLOTTIC.EDEMA"
"icd9_SVC.SYNDROME","icd9","SVC.SYNDROME","SVC.SYNDROME"
"icd9_SYMPTOMATIC.AAA","icd9","SYMPTOMATIC.AAA","SYMPTOMATIC.AAA"
"icd9_SYNCOPE","icd9","SYNCOPE","SYNCOPE"
"icd9_SYNCOPE.TELEMETRY","icd9","SYNCOPE.TELEMETRY","SYNCOPE.TELEMETRY"
"icd9_THORACIC.ANEURYSM.SDA","icd9","THORACIC.ANEURYSM.SDA","THORACIC.ANEURYSM.SDA"
"icd9_THORACIC.AORTIC.ANEURYSM..RESECTION.ANEURYSM.THORACIC..LEFT.CHEST.SDA","icd9","THORACIC.AORTIC.ANEURYSM..RESECTION.ANEURYSM.THORACIC..LEFT.CHEST.SDA","THORACIC.AORTIC.ANEURYSM..RESECTION.ANEURYSM.THORACIC..LEFT.CHEST.SDA"
"icd9_THORACIC.AORTIC.ANEURYSM.RESECTION.ANEURYSM.THORACIC.SDA","icd9","THORACIC.AORTIC.ANEURYSM.RESECTION.ANEURYSM.THORACIC.SDA","THORACIC.AORTIC.ANEURYSM.RESECTION.ANEURYSM.THORACIC.SDA"
"icd9_THROMBOSIS.RIGHT.AV.LOOP.GRAFT","icd9","THROMBOSIS.RIGHT.AV.LOOP.GRAFT","THROMBOSIS.RIGHT.AV.LOOP.GRAFT"
"icd9_THYROID.TUMOR","icd9","THYROID.TUMOR","THYROID.TUMOR"
"icd9_TRACEAL.BRONCHIAL.MALACIA.SDA","icd9","TRACEAL.BRONCHIAL.MALACIA.SDA","TRACEAL.BRONCHIAL.MALACIA.SDA"
"icd9_TRACHAEL.STENOSIS","icd9","TRACHAEL.STENOSIS","TRACHAEL.STENOSIS"
"icd9_TRACHEAL.OBSTRUCTION","icd9","TRACHEAL.OBSTRUCTION","TRACHEAL.OBSTRUCTION"
"icd9_TRACHEAL.STENOSIS.AMYLOIDSIS..SUSPENSION.LARYNGOSCOPY.SDA","icd9","TRACHEAL.STENOSIS.AMYLOIDSIS..SUSPENSION.LARYNGOSCOPY.SDA","TRACHEAL.STENOSIS.AMYLOIDSIS..SUSPENSION.LARYNGOSCOPY.SDA"
"icd9_TRANSIENT.ISCHEMIC.ATTACK","icd9","TRANSIENT.ISCHEMIC.ATTACK","TRANSIENT.ISCHEMIC.ATTACK"
"icd9_TRANSPLANT","icd9","TRANSPLANT","TRANSPLANT"
"icd9_TRIGEMINIAL.NEURALGIA.SDA","icd9","TRIGEMINIAL.NEURALGIA.SDA","TRIGEMINIAL.NEURALGIA.SDA"
"icd9_TYLENOL.OVERDOSE","icd9","TYLENOL.OVERDOSE","TYLENOL.OVERDOSE"
"icd9_TYPE.A.AORTIC.DISSECTION","icd9","TYPE.A.AORTIC.DISSECTION","TYPE.A.AORTIC.DISSECTION"
"icd9_UNRESPONSIVE","icd9","UNRESPONSIVE","UNRESPONSIVE"
"icd9_UNSTABEL.ANGINA.LEFT.HEART.CATHETERIZATION","icd9","UNSTABEL.ANGINA.LEFT.HEART.CATHETERIZATION","UNSTABEL.ANGINA.LEFT.HEART.CATHETERIZATION"
"icd9_UNSTABLE.ANGINA","icd9","UNSTABLE.ANGINA","UNSTABLE.ANGINA"
"icd9_UNSTABLE.ANGINA.CORONARY.ARTERY.DISEASE.ANGIOPLASTY.WITH.STENT","icd9","UNSTABLE.ANGINA.CORONARY.ARTERY.DISEASE.ANGIOPLASTY.WITH.STENT","UNSTABLE.ANGINA.CORONARY.ARTERY.DISEASE.ANGIOPLASTY.WITH.STENT"
"icd9_UNSTABLE.ANGINA.CATH","icd9","UNSTABLE.ANGINA.CATH","UNSTABLE.ANGINA.CATH"
"icd9_UNSTABLE.ANGINA.CORONARY.ARTERY.BYPASS.GRAFT","icd9","UNSTABLE.ANGINA.CORONARY.ARTERY.BYPASS.GRAFT","UNSTABLE.ANGINA.CORONARY.ARTERY.BYPASS.GRAFT"
"icd9_UPPER.GASTRO.INTESTINAL.BLEED","icd9","UPPER.GASTRO.INTESTINAL.BLEED","UPPER.GASTRO.INTESTINAL.BLEED"
"icd9_UPPER.GASTROINTESTINAL.BLEED","icd9","UPPER.GASTROINTESTINAL.BLEED","UPPER.GASTROINTESTINAL.BLEED"
"icd9_UPPER.GASTROINTESTINAL.BLEEN","icd9","UPPER.GASTROINTESTINAL.BLEEN","UPPER.GASTROINTESTINAL.BLEEN"
"icd9_UPPER.GI.BLEED","icd9","UPPER.GI.BLEED","UPPER.GI.BLEED"
"icd9_UPPER.GI.BLEED.PANCREATITIS","icd9","UPPER.GI.BLEED.PANCREATITIS","UPPER.GI.BLEED.PANCREATITIS"
"icd9_UPPER.GI.BLEED.TELEMETRY","icd9","UPPER.GI.BLEED.TELEMETRY","UPPER.GI.BLEED.TELEMETRY"
"icd9_URINARY.TRACT.INFECTION","icd9","URINARY.TRACT.INFECTION","URINARY.TRACT.INFECTION"
"icd9_URINARY.TRACT.INFECTION.HYPOGLYCEMIA","icd9","URINARY.TRACT.INFECTION.HYPOGLYCEMIA","URINARY.TRACT.INFECTION.HYPOGLYCEMIA"
"icd9_URINARY.TRACT.INFECTION.PYELONEPHRITIS","icd9","URINARY.TRACT.INFECTION.PYELONEPHRITIS","URINARY.TRACT.INFECTION.PYELONEPHRITIS"
"icd9_URINARY.TRACT.INFECTION.ACIDOSIS.RENAL.FAILURE..INFLUENZA","icd9","URINARY.TRACT.INFECTION.ACIDOSIS.RENAL.FAILURE..INFLUENZA","URINARY.TRACT.INFECTION.ACIDOSIS.RENAL.FAILURE..INFLUENZA"
"icd9_URINARY.TRACT.INFECTION.HYPOTENSION.ABDOMINAL.PAIN","icd9","URINARY.TRACT.INFECTION.HYPOTENSION.ABDOMINAL.PAIN","URINARY.TRACT.INFECTION.HYPOTENSION.ABDOMINAL.PAIN"
"icd9_URINARY.TRACT.INFECTION.PYELONEPHRITIS.TELEMETRY","icd9","URINARY.TRACT.INFECTION.PYELONEPHRITIS.TELEMETRY","URINARY.TRACT.INFECTION.PYELONEPHRITIS.TELEMETRY"
"icd9_VARICEAL.BLEED","icd9","VARICEAL.BLEED","VARICEAL.BLEED"
"icd9_VARICEAL.BLEED.CIRRHOSIS","icd9","VARICEAL.BLEED.CIRRHOSIS","VARICEAL.BLEED.CIRRHOSIS"
"icd9_WEAKNESS","icd9","WEAKNESS","WEAKNESS"
"icd9_WEAKNESS.ANEMIA.TELEMETRY","icd9","WEAKNESS.ANEMIA.TELEMETRY","WEAKNESS.ANEMIA.TELEMETRY"
"icd9_WORSENING.RENAL.FAILURE.ACIDOSIS","icd9","WORSENING.RENAL.FAILURE.ACIDOSIS","WORSENING.RENAL.FAILURE.ACIDOSIS"
"icd9_WOUND.INFECTION.R.O.SEPSIS","icd9","WOUND.INFECTION.R.O.SEPSIS","WOUND.INFECTION.R.O.SEPSIS"
"chartindicator_1","chartindicator","1","% Inspir. Time"
"chartindicator_100","chartindicator","100","CT #2 Dressing"
"chartindicator_1003","chartindicator","1003","cuff pressure"
"chartindicator_101","chartindicator","101","CT #2 [Fluctuate]"
"chartindicator_1010","chartindicator","1010","High exhaled min vol"
"chartindicator_102","chartindicator","102","CT #2 Suction Amount"
"chartindicator_1022","chartindicator","1022","Trach care"
"chartindicator_1028","chartindicator","1028","Cisatracurium"
"chartindicator_103","chartindicator","103","CT #3 Crepitus"
"chartindicator_1032","chartindicator","1032","Hi/minute/vol/alarm"
"chartindicator_1037","chartindicator","1037","O2 %"
"chartindicator_104","chartindicator","104","CT #3 Drainage"
"chartindicator_1043","chartindicator","1043","Less Restrict Meas."
"chartindicator_1044","chartindicator","1044","Pain Level"
"chartindicator_1045","chartindicator","1045","Pain Level/Response"
"chartindicator_1046","chartindicator","1046","Pain Present"
"chartindicator_1047","chartindicator","1047","Range of Motion"
"chartindicator_1048","chartindicator","1048","zzzn Management"
"chartindicator_105","chartindicator","105","CT #3 Dressing"
"chartindicator_1054","chartindicator","1054","protonix"
"chartindicator_106","chartindicator","106","CT #3 [Fluctuate]"
"chartindicator_1063","chartindicator","1063","bath"
"chartindicator_107","chartindicator","107","CT #3 Suction Amount"
"chartindicator_1078","chartindicator","1078","BATH"
"chartindicator_1087","chartindicator","1087","Pain Assess Method"
"chartindicator_1089","chartindicator","1089","PainLevel Acceptable"
"chartindicator_109","chartindicator","109","CT #4 Drainage"
"chartindicator_1090","chartindicator","1090","Ramsey SedationScale"
"chartindicator_1099","chartindicator","1099","tegretol"
"chartindicator_110","chartindicator","110","CT #4 Dressing"
"chartindicator_1102","chartindicator","1102","high exhaled min vol"
"chartindicator_1104","chartindicator","1104","HI/Minute/vol/alarm"
"chartindicator_1108","chartindicator","1108","mucomyst"
"chartindicator_111","chartindicator","111","CT #4 [Fluctuate]"
"chartindicator_1119","chartindicator","1119","seizure pads"
"chartindicator_112","chartindicator","112","CT #4 Suction Amount"
"chartindicator_1120","chartindicator","1120","trach"
"chartindicator_1121","chartindicator","1121","HI/Minute/Vol/Alarm"
"chartindicator_1122","chartindicator","1122","lepirudin"
"chartindicator_1125","chartindicator","1125","Service Type"
"chartindicator_1126","chartindicator","1126","Art.pH"
"chartindicator_1127","chartindicator","1127","WBC   (4-11,000)"
"chartindicator_113","chartindicator","113","CVP"
"chartindicator_114","chartindicator","114","CaO2"
"chartindicator_115","chartindicator","115","Capillary Refill [Right]"
"chartindicator_116","chartindicator","116","Cardiac Index"
"chartindicator_1162","chartindicator","1162","BUN"
"chartindicator_118","chartindicator","118","Cerv Collar Status"
"chartindicator_119","chartindicator","119","Cervical Collar Type"
"chartindicator_1193","chartindicator","1193","L. ARM SLING"
"chartindicator_121","chartindicator","121","Chest PT [Right]"
"chartindicator_122","chartindicator","122","Chest Tube Site #1"
"chartindicator_1223","chartindicator","1223","HIGH EXHALED MIN VOL"
"chartindicator_1226","chartindicator","1226","Pantoprazole mg/hr"
"chartindicator_123","chartindicator","123","Chest Tube Site #2"
"chartindicator_1231","chartindicator","1231","side rails padded"
"chartindicator_124","chartindicator","124","Chest Tube Site #3"
"chartindicator_125","chartindicator","125","Chest Tube Site #4"
"chartindicator_127","chartindicator","127","Circulation/SkinInt"
"chartindicator_128","chartindicator","128","Code Status"
"chartindicator_1286","chartindicator","1286","PT"
"chartindicator_129","chartindicator","129","Collar Care"
"chartindicator_130","chartindicator","130","Communication"
"chartindicator_131","chartindicator","131","Compliance (40-60ml)"
"chartindicator_1328","chartindicator","1328","Cartridge/Bag Change"
"chartindicator_1329","chartindicator","1329","Initials (2 RNs) [RN #1]"
"chartindicator_133","chartindicator","133","Cont.Nebulizer(Drug)"
"chartindicator_1330","chartindicator","1330","Med Wasted [Drug]"
"chartindicator_1331","chartindicator","1331","Protonix mg/hr"
"chartindicator_1336","chartindicator","1336","Protonix"
"chartindicator_1337","chartindicator","1337","Riker-SAS Scale"
"chartindicator_134","chartindicator","134","Cooling [Device]"
"chartindicator_1340","chartindicator","1340","high minute volume"
"chartindicator_135","chartindicator","135","Corneal Reflex [Right]"
"chartindicator_1352","chartindicator","1352","urine pH"
"chartindicator_1358","chartindicator","1358","ciwa"
"chartindicator_136","chartindicator","136","Cough Effort"
"chartindicator_1366","chartindicator","1366","CCI"
"chartindicator_137","chartindicator","137","Cough Reflex"
"chartindicator_1375","chartindicator","1375","bed bath"
"chartindicator_138","chartindicator","138","Cough Type"
"chartindicator_1380","chartindicator","1380","High exhaled min.vol"
"chartindicator_1382","chartindicator","1382","bedbath"
"chartindicator_1383","chartindicator","1383","high minute vol."
"chartindicator_139","chartindicator","139","Cough/Deep Breathe"
"chartindicator_1390","chartindicator","1390","DO2"
"chartindicator_1391","chartindicator","1391","DO2I"
"chartindicator_1397","chartindicator","1397","RSBI (<100)"
"chartindicator_140","chartindicator","140","Cuff Leak"
"chartindicator_1401","chartindicator","1401","zzO2AV"
"chartindicator_1402","chartindicator","1402","zzO2AVI"
"chartindicator_141","chartindicator","141","Cuff Pressure-Airway"
"chartindicator_1411","chartindicator","1411","Bladder Pressure"
"chartindicator_1418","chartindicator","1418","multipodus boots"
"chartindicator_142","chartindicator","142","Current Goal"
"chartindicator_1420","chartindicator","1420","Aggitation"
"chartindicator_1421","chartindicator","1421","Anxiety"
"chartindicator_1422","chartindicator","1422","Ataxia"
"chartindicator_1423","chartindicator","1423","Auditory Disturbance"
"chartindicator_1424","chartindicator","1424","CIWA Sum Total"
"chartindicator_1425","chartindicator","1425","Daily Wake Up"
"chartindicator_1426","chartindicator","1426","Drowsiness"
"chartindicator_1427","chartindicator","1427","GI Prophylaxis [Drug #1]"
"chartindicator_1428","chartindicator","1428","Headache"
"chartindicator_1429","chartindicator","1429","Insomnia"
"chartindicator_143","chartindicator","143","CvO2"
"chartindicator_1430","chartindicator","1430","Nausea and Vomiting"
"chartindicator_1431","chartindicator","1431","Orient/Clouding Sens"
"chartindicator_1432","chartindicator","1432","Paroxysmal Sweats"
